owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
eligrey,filesaver.js,no status,An HTML5 saveAs() FileSaver implementation,no commits,https://github.com/eligrey/filesaver.js,https://eligrey.com/blog/saving-generated-files-on-the-client-side/,0,0%,10,JavaScript,0,21787,
ipld,js-ipld-dag-pb,no status,JavaScript Implementation of the MerkleDAG Nodes with Protobuf.,no commits,https://github.com/ipld/js-ipld-dag-pb,,7,0%,7,"JavaScript, Go",0,69,
flatiron,union,no status,A hybrid buffered / streaming middleware kernel backwards compatible with connect.,no commits,https://github.com/flatiron/union,http://github.com/flatiron/union,2,0%,10,JavaScript,0,140,
jquense,uncontrollable,no status,"Wrap a controlled react component, to allow specific prop/handler pairs to be uncontrolled",1/7/2025,https://github.com/jquense/uncontrollable,,9,0%,10,"JavaScript, TypeScript",2,199,
auth0,node-jws,no status,JSON Web Signatures,no commits,https://github.com/auth0/node-jws,http://self-issued.info/docs/draft-ietf-jose-json-web-signature.html,0,0%,10,"Makefile, JavaScript",0,715,
sindresorhus,username,no status,Get the username of the current user,no commits,https://github.com/sindresorhus/username,,13,0%,10,"JavaScript, TypeScript",0,142,
phryneas,rehackt,no status,,4/23/2024,https://github.com/phryneas/rehackt,,9,0%,3,JavaScript,2,28,phryneas
panthershark,memory-stream,no status,Node.js streams implementation for buffered memory writes.,no commits,https://github.com/panthershark/memory-stream,,0,0%,1,JavaScript,0,6,
gulpjs,semver-greatest-satisfied-range,no status,Find the greatest satisfied semver range from an array of ranges.,no commits,https://github.com/gulpjs/semver-greatest-satisfied-range,,11,0%,1,JavaScript,0,9,
browserify,detective,no status,Find all calls to require() no matter how deeply nested using a proper walk of the AST,6/23/2024,https://github.com/browserify/detective,,10,0%,10,JavaScript,1,413,ljharb
browserify,stream-splicer,no status,streaming pipeline with a mutable configuration,no commits,https://github.com/browserify/stream-splicer,,10,0%,6,JavaScript,0,55,
fortawesome,react-fontawesome,no status,Font Awesome React component,5/22/2024,https://github.com/fortawesome/react-fontawesome,https://fontawesome.com,11,0%,10,JavaScript,2,3695,"robmadole, squiaios"
argv-minus-one,dmg-license,no status,Generate license agreements for macOS .dmg files,no commits,https://github.com/argv-minus-one/dmg-license,,7,0%,3,"Java, TypeScript, JavaScript",0,22,
gulpjs,async-done,no status,"Allows libraries to handle various caller provided asynchronous functions uniformly. Maps promises, observables, child processes and streams, and callbacks to callback style.",no commits,https://github.com/gulpjs/async-done,,11,0%,7,"JavaScript, TypeScript",0,70,
gulpjs,sparkles,no status,Namespaced global event emitter.,3/23/2024,https://github.com/gulpjs/sparkles,,11,0%,2,JavaScript,1,20,phated
ethereum,remix-plugin,no status,,no commits,https://github.com/ethereum/remix-plugin,,7,0%,10,"TypeScript, JavaScript, CSS",0,161,
dominictarr,signed-varint,no status,,no commits,https://github.com/dominictarr/signed-varint,,7,0%,1,JavaScript,0,7,
hildjj,json-text-sequence,no status,Parse and generate RS-delimited JSON sequences according to draft-ietf-json-text-sequence,12/10/2024,https://github.com/hildjj/json-text-sequence,,8,0%,2,JavaScript,2,16,hildjj
goto-bus-stop,dash-ast,no status,"walk an AST, quickly",10/10/2024,https://github.com/goto-bus-stop/dash-ast,,4,0%,2,JavaScript,1,12,goto-bus-stop
nicolo-ribaudo,chokidar-2,no status,A wrapper around chokidar@2 to be able to specify both @2 and @3 as dependencies,no commits,https://github.com/nicolo-ribaudo/chokidar-2,,9,0%,1,Shell,0,1,
octokit,oauth-authorization-url.js,no status,Universal library to retrieve GitHub’s identity URL for the OAuth web flow,9/24/2024,https://github.com/octokit/oauth-authorization-url.js,,8,0%,2,"TypeScript, JavaScript",6,16,"oscard0m, octokitbot, wolfy1339, uzlopak, aarondewes"
richienb,cross-blob,no status,Cross-platform Blob implementation for Node.js and the Web.,no commits,https://github.com/richienb/cross-blob,,7,0%,2,JavaScript,0,12,
unjs,defu,no status,🌊 Assign default properties recursively,4/3/2024,https://github.com/unjs/defu,,10,0%,10,"TypeScript, JavaScript",1,1131,pi0
es-shims,array.prototype.findlast,no status,An ESnext spec-compliant `Array.prototype.findLast` shim/polyfill/replacement that works as far down as ES3.,3/19/2024,https://github.com/es-shims/array.prototype.findlast,,13,0%,1,JavaScript,1,4,ljharb
repeaterjs,repeater,no status,The missing constructor for creating safe async iterators,5/8/2024,https://github.com/repeaterjs/repeater,https://repeater.js.org,8,0%,10,"JavaScript, TypeScript, CSS",2,463,
isaacs,node-touch,no status,touch(1) for node,5/14/2024,https://github.com/isaacs/node-touch,,11,0%,10,JavaScript,1,122,isaacs
tunnckocore,resolve-package,no status,"Resolves a given package if it is installed locally, then tries to resolve it from global registry, using battle-tested `global-modules` package. Better approach than internal `require.resolve`, so you can trust. You just get absolute filepath to some package - path to its entry point, its main export",no commits,https://github.com/tunnckocore/resolve-package,,7,0%,1,JavaScript,0,3,
davidhu2000,react-spinners,no status,A collection of loading spinner components for react,12/6/2024,https://github.com/davidhu2000/react-spinners,https://www.davidhu.io/react-spinners,8,0%,10,"JavaScript, TypeScript, Ruby, Shell",3,3183,"davidhu2000, roman178, mobeigi"
npm,bin-links,no status,.bin/ script linker,9/25/2024,https://github.com/npm/bin-links,,9,0%,3,JavaScript,6,25,"hashtagchris, reggi, lukekarrys, antongolub"
openzeppelin,solidity-ast,no status,TypeScript types and a JSON Schema for the Solidity AST,10/10/2024,https://github.com/openzeppelin/solidity-ast,https://solidity-ast.info,9,0%,10,"JavaScript, Shell, Solidity, TypeScript, CSS",10,91,"frangio, klkvr, svc-ghb-is-04"
unjs,destr,no status,"🚀 Faster, secure and convenient alternative for JSON.parse for arbitrary inputs",no commits,https://github.com/unjs/destr,,10,0%,10,"JavaScript, TypeScript",0,1216,
tootallnate,plist.js,no status,Mac OS X Plist parser/builder for Node.js and browsers,no commits,https://github.com/tootallnate/plist.js,,7,0%,10,"JavaScript, Makefile",0,603,
yibn2008,find-process,no status,find process by port/pid/name etc.,1/9/2025,https://github.com/yibn2008/find-process,,7,0%,10,JavaScript,3,130,yibn2008
mafintosh,blake2b-wasm,no status,Blake2b implemented in WASM,no commits,https://github.com/mafintosh/blake2b-wasm,,7,0%,8,"HTML, JavaScript, WebAssembly",0,74,
doowb,append-buffer,no status,Append a buffer to another buffer ensuring to preserve line ending characters.,no commits,https://github.com/doowb/append-buffer,https://github.com/doowb/append-buffer,7,0%,1,JavaScript,0,10,
sindresorhus,terminal-link,no status,Create clickable links in the terminal,no commits,https://github.com/sindresorhus/terminal-link,,13,0%,10,"JavaScript, TypeScript",0,626,
goto-bus-stop,shasum-object,no status,get the shasum of a buffer or object,1/13/2025,https://github.com/goto-bus-stop/shasum-object,,4,0%,1,JavaScript,1,1,goto-bus-stop
hugomrdias,iso-url,no status,Isomorphic/Universal WHATWG URL API with some support legacy node URL API,no commits,https://github.com/hugomrdias/iso-url,,3,0%,1,JavaScript,0,7,
sindresorhus,process-exists,no status,Check if a process is running,no commits,https://github.com/sindresorhus/process-exists,,13,0%,6,"JavaScript, TypeScript",0,58,
waysact,webpack-subresource-integrity,no status,Webpack plugin for enabling Subresource Integrity.,no commits,https://github.com/waysact/webpack-subresource-integrity,,8,0%,10,"Emacs Lisp, JavaScript, TypeScript",0,366,
npm,name-from-folder,no status,Get the package name from a folder path,9/24/2024,https://github.com/npm/name-from-folder,,9,0%,1,JavaScript,6,7,"hashtagchris, reggi, lukekarrys"
octokit,oauth-app.js,no status,GitHub OAuth toolset for Node.js,1/8/2025,https://github.com/octokit/oauth-app.js,,8,0%,9,"TypeScript, JavaScript",12,87,"oscard0m, apty, octokitbot, wolfy1339, aarondewes"
rpetrich,babel-plugin-transform-async-to-promises,no status,Transform async/await to somewhat idiomatic JavaScript promise chains,no commits,https://github.com/rpetrich/babel-plugin-transform-async-to-promises,,7,0%,10,"JavaScript, TypeScript",0,247,
keyz,identity-obj-proxy,no status,An identity object using ES6 proxies. Useful for mocking webpack imports like CSS Modules.,no commits,https://github.com/keyz/identity-obj-proxy,,0,0%,10,JavaScript,0,502,
browserify,browserify,no status,browser-side require() the node.js way,10/14/2024,https://github.com/browserify/browserify,http://browserify.org/,10,0%,10,"JavaScript, Shell, HTML, CoffeeScript",2,14653,goto-bus-stop
octokit,auth-unauthenticated.js,no status,strategy for explicitly unauthenticated Octokit instances,1/8/2025,https://github.com/octokit/auth-unauthenticated.js,,8,0%,1,"TypeScript, JavaScript",7,6,"oscard0m, octokitbot, wolfy1339, uzlopak, aarondewes"
shellscape,webpack-manifest-plugin,no status,webpack plugin for generating asset manifests,6/11/2024,https://github.com/shellscape/webpack-manifest-plugin,,7,0%,10,"JavaScript, TypeScript, Shell",1,1436,pgoldberg
tjfontaine,node-path-platform,no status,Transitionary package for those not yet on v0.12 of Node.js,no commits,https://github.com/tjfontaine/node-path-platform,nodejs.org,0,0%,1,JavaScript,0,4,
sindresorhus,is-ip,no status,Check if a string is an IP address,no commits,https://github.com/sindresorhus/is-ip,,13,0%,10,"JavaScript, TypeScript",0,112,
lukeed,resolve.exports,no status,"A tiny (952b), correct, general-purpose, and configurable `""exports""` and `""imports""` resolver without file-system reliance",12/2/2024,https://github.com/lukeed/resolve.exports,,9,0%,10,TypeScript,1,381,"sosoba, lukeed"
dtrejo,run.js,no status,Reruns the given node.js file whenever there's a change in the current directory — avoid alt-tabbing to restart your code,no commits,https://github.com/dtrejo/run.js,https://dtrejo.com,3,0%,10,JavaScript,0,120,
gulpjs,undertaker-registry,no status,Default registry in gulp 4.,no commits,https://github.com/gulpjs/undertaker-registry,,11,0%,2,JavaScript,0,17,
gulpjs,lead,no status,Sink your streams.,no commits,https://github.com/gulpjs/lead,,11,0%,2,JavaScript,0,17,
shannonmoeller,cli-columns,no status,Columnated lists for the CLI. Unicode and ANSI safe.,no commits,https://github.com/shannonmoeller/cli-columns,http://npm.im/cli-columns,2,0%,4,JavaScript,0,36,
dotansimha,graphql-code-generator,no status,,no commits,https://github.com/dotansimha/graphql-code-generator,,0,0%,0,,,,
alexreardon,raf-schd,no status,A throttle function that uses requestAnimationFrame to rate limit,no commits,https://github.com/alexreardon/raf-schd,,12,0%,10,JavaScript,0,456,
octokit,plugin-paginate-graphql.js,no status,Octokit plugin to paginate GraphQL Query responses,1/7/2025,https://github.com/octokit/plugin-paginate-graphql.js,,8,0%,5,"TypeScript, JavaScript",12,46,"kyleboyer, kachick, oscard0m, igwejk, octokitbot, wolfy1339, aarondewes"
iden3,snarkjs,no status,zkSNARK implementation in JavaScript & WASM,10/25/2024,https://github.com/iden3/snarkjs,,6,0%,10,"JavaScript, Solidity, EJS, Circom, HTML",12,1839,"xavi-pinsach, kolezhniuk, stumble, martyall, arvolear, jbaylina, wp-lai, obrezhniev"
sindresorhus,filter-obj,no status,Filter object keys and values into a new object,5/27/2024,https://github.com/sindresorhus/filter-obj,,13,0%,10,"JavaScript, TypeScript",2,101,"lo1tuma, sindresorhus, richienb"
mcollina,cloneable-readable,no status,"Clone a Readable stream, safely",no commits,https://github.com/mcollina/cloneable-readable,,9,0%,10,JavaScript,0,119,
motiondivision,motionone,no status,,11/12/2024,https://github.com/motiondivision/motionone,https://motion.dev,10,0%,10,"TypeScript, JavaScript",4,2928,mattgperry
microsoft,vscode-ripgrep,no status,For consuming the ripgrep binary from microsoft/ripgrep-prebuilt in a Node project,1/10/2025,https://github.com/microsoft/vscode-ripgrep,,7,0%,10,JavaScript,2,120,"tmm1, deepak1556, fiji-flo"
gulpjs,v8flags,no status,Get available v8 and Node.js flags.,no commits,https://github.com/gulpjs/v8flags,,11,0%,6,JavaScript,0,56,
yaacovcr,value-or-promise,no status,A fluent API for values that are possibly promises,no commits,https://github.com/yaacovcr/value-or-promise,,9,0%,1,TypeScript,0,7,
brightspace,node-ecdsa-sig-formatter,no status,,no commits,https://github.com/brightspace/node-ecdsa-sig-formatter,,3,0%,2,JavaScript,0,18,
npkgz,cli-progress,no status, :hourglass: easy to use progress-bar for command-line/terminal applications,no commits,https://github.com/npkgz/cli-progress,https://www.npmjs.com/package/cli-progress,8,0%,10,JavaScript,0,1160,
goto-bus-stop,estree-is-member-expression,no status,"check if an AST node is a MemberExpression, in general or a specific one",no commits,https://github.com/goto-bus-stop/estree-is-member-expression,,4,0%,1,JavaScript,0,4,
timfish,node-api-version,no status,,no commits,https://github.com/timfish/node-api-version,,7,0%,0,JavaScript,0,0,
gulpjs,fancy-log,no status,"Log things, prefixed with a timestamp.",no commits,https://github.com/gulpjs/fancy-log,,11,0%,10,JavaScript,0,121,
rbren,rss-parser,no status,"A lightweight RSS parser, for Node and the browser",11/13/2024,https://github.com/rbren/rss-parser,,9,0%,10,"JavaScript, Shell, HTML",1,1418,rbren
automattic,cli-table,no status,Pretty unicode tables for the CLI with Node.JS,no commits,https://github.com/automattic/cli-table,,8,0%,10,"JavaScript, Makefile",0,2284,
jackub,diff-match-patch,no status,npm package for https://github.com/google/diff-match-patch,no commits,https://github.com/jackub/diff-match-patch,,5,0%,10,JavaScript,0,251,
isaacs,walk-up-path,no status,,7/8/2024,https://github.com/isaacs/walk-up-path,,11,0%,1,"JavaScript, Shell, TypeScript",1,10,isaacs
soldair,node-qrcode,no status,qr code generator,8/5/2024,https://github.com/soldair/node-qrcode,,10,0%,10,JavaScript,2,7692,soldair
reactjs,react-transition-group,no status,An easy way to perform animations when a React component enters or leaves the DOM,no commits,https://github.com/reactjs/react-transition-group,https://reactcommunity.org/react-transition-group/,10,0%,10,"JavaScript, SCSS",0,10215,
zenparsing,zen-observable,no status,An Implementation of Observables for Javascript,no commits,https://github.com/zenparsing/zen-observable,,3,0%,10,JavaScript,0,885,
malept,cross-spawn-windows-exe,no status,Cross-platform support for running Windows executables via Node.js.,no commits,https://github.com/malept/cross-spawn-windows-exe,,1,0%,1,"TypeScript, Shell",0,1,
sindresorhus,string-length,no status,Get the real length of a string - by correctly counting astral symbols and ignoring ansi escape codes,3/31/2024,https://github.com/sindresorhus/string-length,,13,0%,10,"JavaScript, TypeScript",1,165,richienb
mighdoll,config-file-ts,no status,Typescript for configuration files. Types for safety. Compiled for speed.,3/28/2024,https://github.com/mighdoll/config-file-ts,,3,0%,1,"TypeScript, JavaScript",1,7,mighdoll
remix-project-org,circom_wasm,no status,zkSnark circuit compiler for wasm ,11/9/2024,https://github.com/remix-project-org/circom_wasm,,7,0%,1,JavaScript,5,3,ioedeveloper
mafintosh,protocol-buffers-schema,no status,No nonsense protocol buffers schema parser written in Javascript,no commits,https://github.com/mafintosh/protocol-buffers-schema,,8,0%,10,JavaScript,0,124,
alanshaw,p-fifo,no status,🚦 Promised First-In-First-Out buffer. Await on push to be told when a value is consumed and await on shift for a value to consume when the buffer is empty.,no commits,https://github.com/alanshaw/p-fifo,,4,0%,1,JavaScript,0,3,
btxtiger,change-case-all,no status,Combined version of all change-case methods,no commits,https://github.com/btxtiger/change-case-all,,1,0%,2,"TypeScript, JavaScript",0,17,
binier,tiny-typed-emitter,no status,Fully type-checked NodeJS EventEmitter,no commits,https://github.com/binier/tiny-typed-emitter,,5,0%,10,JavaScript,0,119,
develar,lazy-val,no status,,no commits,https://github.com/develar/lazy-val,,8,0%,1,TypeScript,0,1,
chrisdickinson,raf,no status,requestAnimationFrame polyfill library,no commits,https://github.com/chrisdickinson/raf,,5,0%,10,JavaScript,0,738,
gulpjs,default-resolution,no status,"Get the default resolution time based on the current node version, optionally overridable",no commits,https://github.com/gulpjs/default-resolution,,11,0%,1,JavaScript,0,2,
marshallofsound,electron-devtools-installer,no status,An easy way to ensure Chrome DevTools extensions into Electron,12/18/2024,https://github.com/marshallofsound/electron-devtools-installer,,9,0%,10,TypeScript,2,1150,"erickzhao, marshallofsound"
gulpjs,each-props,no status,Process object properties deeply.,no commits,https://github.com/gulpjs/each-props,,11,0%,1,JavaScript,0,3,
gulpjs,vinyl,no status,Virtual file format.,no commits,https://github.com/gulpjs/vinyl,,10,0%,10,JavaScript,0,1284,
unjs,rou3,no status,🌳 Lightweight and fast rou(ter) for JavaScript,9/19/2024,https://github.com/unjs/rou3,,10,0%,10,"TypeScript, JavaScript",12,520,"sirenkovladd, barbapapazes, pi0"
egoist,style-inject,no status,Inject style tag to document head.,no commits,https://github.com/egoist/style-inject,,8,0%,5,JavaScript,0,49,
reduxjs,reselect,no status,Selector library for Redux,9/12/2024,https://github.com/reduxjs/reselect,,10,0%,10,"JavaScript, TypeScript, MDX, CSS",11,19059,"romgrk, timdorr, eskimojo14, markerikson, aryaemami59"
mikaelbr,node-notifier,no status,"A Node.js module for sending notifications on native Mac, Windows and Linux (or Growl as fallback)",no commits,https://github.com/mikaelbr/node-notifier,,1,0%,10,"JavaScript, Shell",0,5754,
parshap,utf8-byte-length,no status,Get byte length of utf8 string,5/6/2024,https://github.com/parshap/utf8-byte-length,,2,0%,1,JavaScript,1,5,parshap
kentcdodds,cross-env,no status,🔀 Cross platform setting of environment scripts,no commits,https://github.com/kentcdodds/cross-env,https://www.npmjs.com/package/cross-env,10,0%,10,JavaScript,0,6310,
jaydenseric,extract-files,no status,"A function to recursively extract files and their object paths within a value, replacing them with null in a deep clone without mutating the original value. FileList instances are treated as File instance arrays. Files are typically File and Blob instances.",no commits,https://github.com/jaydenseric/extract-files,https://npm.im/extract-files,9,0%,6,JavaScript,0,57,
browserify,watchify,no status,watch mode for browserify builds,no commits,https://github.com/browserify/watchify,,10,0%,10,JavaScript,0,1788,
multiformats,js-multiaddr-to-uri,no status,Convert a Multiaddr to a URI /dnsaddr/ipfs.io/http -> http://ipfs.io,11/8/2024,https://github.com/multiformats/js-multiaddr-to-uri,,8,0%,1,TypeScript,5,7,"web3-bot, semantic-release-bot, marcopolo, achingbrain"
thlorenz,parse-link-header,no status,Parses a link header and returns paging information for each contained link.,no commits,https://github.com/thlorenz/parse-link-header,,2,0%,10,JavaScript,0,300,
peculiarventures,asn1-schema,no status,asn1-schema is a collection of TypeScript schemas that make working with common ASN.1 objects easy,12/23/2024,https://github.com/peculiarventures/asn1-schema,,6,0%,4,"TypeScript, JavaScript",4,35,microshine
jonschlinkert,lazy-cache,no status,"Cache requires to be lazy-loaded when needed. Uses node's own require system with tried and true, plain-vanilla JavaScript getters.",no commits,https://github.com/jonschlinkert/lazy-cache,,7,0%,6,JavaScript,0,51,
camacho,yarn-or-npm,no status,Execute scripts with Yarn or npm,no commits,https://github.com/camacho/yarn-or-npm,,0,0%,5,JavaScript,0,49,
damonoehlman,detect-browser,no status,Unpack a browser type and version from the useragent string,no commits,https://github.com/damonoehlman/detect-browser,,4,0%,10,"JavaScript, TypeScript",0,694,
marshallofsound,flora-colossus,no status,Walk your node_modules folder,no commits,https://github.com/marshallofsound/flora-colossus,,9,0%,1,TypeScript,0,6,
medikoo,es6-weak-map,no status,WeakMap collection as specified in ECMAScript6,no commits,https://github.com/medikoo/es6-weak-map,,8,0%,3,JavaScript,0,30,
dchester,jsonpath,no status,Query and manipulate JavaScript objects with JSONPath expressions.  Robust JSONPath engine for Node.js.,no commits,https://github.com/dchester/jsonpath,,0,0%,10,"JavaScript, Dockerfile",0,1376,
develar,7zip-bin,no status,7-Zip precompiled binaries,no commits,https://github.com/develar/7zip-bin,,10,0%,10,"JavaScript, Shell",0,119,
peerigon,unzip-crx,no status,Unzip chrome extension files,no commits,https://github.com/peerigon/unzip-crx,,5,0%,6,JavaScript,0,52,
pubkey,broadcast-channel,no status,:satellite: BroadcastChannel to send data between different browser-tabs or nodejs-processes :satellite: + LeaderElection over the channels  https://pubkey.github.io/broadcast-channel/,5/13/2024,https://github.com/pubkey/broadcast-channel,https://pubkey.github.io/broadcast-channel/,3,0%,10,"JavaScript, Shell, HTML",1,1888,pubkey
voxpelli,pony-cause,no status,Ponyfill and helpers for the standardized Error Causes,7/23/2024,https://github.com/voxpelli/pony-cause,,4,0%,5,"JavaScript, Shell",3,49,voxpelli
gulpjs,mute-stdout,no status,Mute and unmute stdout,no commits,https://github.com/gulpjs/mute-stdout,,11,0%,1,JavaScript,0,9,
kallaspriit,ts-log,no status,"Abstract logger TypeScript interface along with a dummy logger that does nothing, useful as default dummy logger for libraries.",10/1/2024,https://github.com/kallaspriit/ts-log,,4,0%,2,TypeScript,1,11,kallaspriit
gulpjs,remove-bom-stream,no status,Remove a UTF8 BOM at the start of the stream.,no commits,https://github.com/gulpjs/remove-bom-stream,,11,0%,1,JavaScript,0,7,
axosoft,diff3,no status,,no commits,https://github.com/axosoft/diff3,,9,0%,1,JavaScript,0,10,
kwsites,promise-deferred,no status,,no commits,https://github.com/kwsites/promise-deferred,,10,0%,0,"JavaScript, TypeScript",0,0,
redux-saga,redux-saga,no status,An alternative side effect model for Redux apps,11/21/2024,https://github.com/redux-saga/redux-saga,https://redux-saga.js.org/,11,0%,10,"JavaScript, TypeScript, CSS, SCSS",1,22551,challet
feross,hyperscript-attribute-to-property,no status,Convert hyperscript attributes to properties,no commits,https://github.com/feross/hyperscript-attribute-to-property,,7,0%,2,JavaScript,0,19,
sgrondin,bottleneck,no status,"Job scheduler and rate limiter, supports Clustering",no commits,https://github.com/sgrondin/bottleneck,,4,0%,10,"JavaScript, Shell, CoffeeScript, HTML, TypeScript",0,1860,
peculiarventures,json-schema,no status,This package uses ES2015 decorators to simplify JSON schema creation and use,no commits,https://github.com/peculiarventures/json-schema,,7,0%,1,"JavaScript, TypeScript",0,4,
keeganstreet,specificity,no status,A JavaScript module for calculating the specificity of CSS selectors,no commits,https://github.com/keeganstreet/specificity,,0,0%,10,"JavaScript, TypeScript",0,628,
novemberborn,ignore-by-default,no status,A list of directories you should ignore by default,no commits,https://github.com/novemberborn/ignore-by-default,,11,0%,3,JavaScript,0,23,
fontello,svgpath,no status,SVG path low level transformations toolkit,no commits,https://github.com/fontello/svgpath,,10,0%,10,JavaScript,0,548,
apollographql,invariant-packages,no status,"Packages for working with invariant(condition, message) assertions",no commits,https://github.com/apollographql/invariant-packages,,8,0%,10,"TypeScript, JavaScript",0,93,
canvg,canvg,no status,JavaScript SVG parser and renderer on Canvas,4/22/2024,https://github.com/canvg/canvg,https://canvg.js.org,9,0%,10,"JavaScript, HTML, Shell, TypeScript, CSS",1,3716,dangreen
octokit,plugin-retry.js,no status,Octokit plugin for GitHub’s recommended request retries,1/7/2025,https://github.com/octokit/plugin-retry.js,,8,0%,5,"TypeScript, JavaScript",7,42,"kyleboyer, octokitbot, wolfy1339, uzlopak, aarondewes"
fortawesome,font-awesome,no status,"The iconic SVG, font, and CSS toolkit",12/16/2024,https://github.com/fortawesome/font-awesome,https://fontawesome.com,11,0%,10,"CSS, JavaScript, Less, SCSS",8,74702,"aryan2727-debug, deathnfudge, robmadole, sensibleworld, fontawesome-github-bot"
isaacs,string-locale-compare,no status,"Compare strings with Intl.Collator if available, falling back to String.localeCompare otherwise",no commits,https://github.com/isaacs/string-locale-compare,,11,0%,1,JavaScript,0,5,
sindresorhus,is64bit,no status,Check if the operating system CPU architecture is 64-bit or 32-bit (Supports browsers),6/1/2024,https://github.com/sindresorhus/is64bit,,13,0%,5,JavaScript,1,45,hsynlms
yizhuang,react-multi-carousel,no status,A lightweight production-ready Carousel that rocks supports multiple items and server-side rendering with no dependency. Bundle size 2kb.,no commits,https://github.com/yizhuang/react-multi-carousel,,10,0%,10,TypeScript,0,1327,
gr2m,universal-github-app-jwt,no status,Calculate GitHub App bearer tokens for Node & modern browsers,5/2/2024,https://github.com/gr2m/universal-github-app-jwt,,3,0%,3,"TypeScript, JavaScript",3,30,"babblebey, gr2m"
css-modules,generic-names,no status,"Helper for building generic names, similar to webpack",no commits,https://github.com/css-modules/generic-names,,9,0%,2,JavaScript,0,15,
mafintosh,sorted-union-stream,no status,Get the union of two sorted streams,no commits,https://github.com/mafintosh/sorted-union-stream,,8,0%,3,JavaScript,0,28,
sindresorhus,is-generator-fn,no status,Check if something is a generator function,no commits,https://github.com/sindresorhus/is-generator-fn,,13,0%,3,"JavaScript, TypeScript",0,22,
abbr,deasync,no status,Turns async function into sync via JavaScript wrapper of Node event loop,6/2/2024,https://github.com/abbr/deasync,,8,0%,10,"Python, JavaScript, C++",1,982,abbr
ashaffer,cached-path-relative,no status,,no commits,https://github.com/ashaffer/cached-path-relative,,0,0%,1,"Makefile, JavaScript",0,5,
alexgorbatchev,crc,no status,Blazingly fast CRC implementations for node.js and browser,no commits,https://github.com/alexgorbatchev/crc,,2,0%,10,"Python, Makefile, Shell, C, JavaScript",0,352,
aduh95,viz.js,no status,A hack to put Graphviz on the web.,no commits,https://github.com/aduh95/viz.js,http://aduh95.github.io/viz.js-playground/,11,0%,4,"JavaScript, HTML, Makefile, C++, TypeScript",0,39,
pmowrer,rollup-plugin-peer-deps-external,no status,Automatically externalize `peerDependencies` in a rollup bundle.,no commits,https://github.com/pmowrer/rollup-plugin-peer-deps-external,,0,0%,10,JavaScript,0,110,
pugjs,void-elements,no status,"Object of ""void elements"" as defined by the WHATWG HTML Standard.",no commits,https://github.com/pugjs/void-elements,,7,0%,3,JavaScript,0,25,
reduxjs,react-redux,no status,Official React bindings for Redux,12/10/2024,https://github.com/reduxjs/react-redux,https://react-redux.js.org,10,0%,10,"JavaScript, CSS, TypeScript",29,23315,"timdorr, eskimojo14, markerikson, aryaemami59"
gtanner,qrcode-terminal,no status,"QRCodes in your terminal, cause thats hot.",no commits,https://github.com/gtanner/qrcode-terminal,,7,0%,10,JavaScript,0,1293,
unjs,uncrypto,no status,,no commits,https://github.com/unjs/uncrypto,,0,0%,0,,,,
kaue,jsonexport,no status,{} → :page_facing_up: it's easy to convert JSON to CSV,5/14/2024,https://github.com/kaue/jsonexport,http://kaue.github.io/jsonexport/,5,0%,10,JavaScript,1,248,kaue
develar,read-config-file,no status,Read configuration file in various formats,5/14/2024,https://github.com/develar/read-config-file,,8,0%,2,TypeScript,1,11,"develar, mmaietta"
ipfs,js-ipfs,no status,,no commits,https://github.com/ipfs/js-ipfs,,0,0%,0,,,,
ioredis,commands,no status,A module that exports all available Redis commands and their supported Redis versions.,no commits,https://github.com/ioredis/commands,,13,0%,1,"JavaScript, TypeScript",0,8,
alexbrazier,simple-update-notifier,no status,Simple update notifier to check for npm updates for cli applications,4/13/2024,https://github.com/alexbrazier/simple-update-notifier,,7,0%,2,"JavaScript, TypeScript",2,16,alexbrazier
ksxnodemodules,typescript-logic,no status,,no commits,https://github.com/ksxnodemodules/typescript-logic,,9,0%,1,TypeScript,0,4,
usablica,intro.js,no status,"Lightweight, user-friendly onboarding tour library",9/11/2024,https://github.com/usablica/intro.js,http://introjs.com,12,0%,10,"JavaScript, HTML, CSS, PHP, Shell",3,22929,binrysearch
niklasvh,text-segmentation,no status,"A JavaScript library for Grapheme Breaking and identifying Grapheme Boundaries, implementing the Unicode Line Breaking Algorithm (UAX #29)",no commits,https://github.com/niklasvh/text-segmentation,,0,0%,2,TypeScript,0,15,
unjs,uqr,no status,"Generate QR Code universally, in any runtime, to ANSI, Unicode or SVG.",6/15/2024,https://github.com/unjs/uqr,,10,0%,10,TypeScript,2,593,"cngjo, onmax"
pubkey,unload,no status,"Run a piece of code when the javascript process stops. Works in all environments (browsers, nodejs..)",no commits,https://github.com/pubkey/unload,,3,0%,6,"JavaScript, HTML",0,55,
mafintosh,mutexify,no status,Bike shed mutex lock implementation,no commits,https://github.com/mafintosh/mutexify,,8,0%,9,JavaScript,0,87,
gulpjs,ordered-read-streams,no status,Combines array of streams into one Readable stream in strict order.,no commits,https://github.com/gulpjs/ordered-read-streams,,11,0%,3,JavaScript,0,28,
parshap,node-sanitize-filename,no status,Sanitize string for use as filename,no commits,https://github.com/parshap/node-sanitize-filename,,2,0%,10,JavaScript,0,347,
